Player,Team,Games Played,Points,Points / Game,Touchdowns,Passing Touchdowns,Rushing Touchdowns,Receiving Touchdowns,Kicking Points,Field Goals Made,Extra Points Made,Total Kick and Punt Return Touchdowns,Kick Return Touchdowns,Punt Return Touchdowns,Interception Touchdowns,Fumble Recovery Touchdowns,Safeties,Two Point Conversions
"Brown, Marlon",BAL,14,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Devey, Jordan",NE,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Elam, Matt",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Simon, John",HOU,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Streeter, Tommy",JAX,2,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Trawick, Brynden",BAL,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wagner, Rick",BAL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Williams, Brandon",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Browner, Keith",HOU,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, Chris",NE,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Keenum, Case",HOU,2,0,0.0,0,2,0,-,-,-,-,-,-,-,-,-,-,0
"Supernaw, Phillip",[],8,0,0.0,0,0,-,0,-,-,-,-,-,-,-,-,-,0
"Swearinger, D.J.",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Tuggle, Justin",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Murphy, Trent",WSH,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jernigan, Timmy",BAL,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Latimer, Cody",DEN,8,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Mewhort, Jack",IND,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jean-Baptiste, Stanley",NO,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ealy, Kony",CAR,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Southward, Dezmen",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Turner, Billy",MIA,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Garoppolo, Jimmy",NE,6,0,0.0,0,1,0,-,-,-,-,-,-,-,-,-,-,0
"Martin, Marcus",SF,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Britt, Justin",SEA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Moses, Morgan",WSH,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brown, Preston",BUF,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Kirksey, Chris",CLE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Swanson, Travis",DET,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Crichton, Scott",MIN,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bromley, Jay",NYG,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Borland, Chris",SF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Long, Spencer",WSH,5,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Sutton, Will",CHI,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Clarke, Will",CIN,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gaines, Phillip",KC,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jackson, Gabe",OAK,13,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Martin, Kareem",ARZ,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Watt, Chris",SD,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Turner, Trai",CAR,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brooks, Terrence",BAL,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McKinnon, Jerick",MIN,11,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Archer, Dri",PIT,12,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Linder, Brandon",JAX,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Stork, Bryan",NE,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Saunders, Jalen",[],9,0,0.0,0,-,-,0,-,-,-,0,0,0,-,-,-,0
"Watkins, Jaylen",PHI,4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Breeland, Bashaud",WSH,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cockrell, Ross",BUF,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bodine, Russell",CIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, DaQuan",TEN,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ellis, Justin",OAK,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Alexander, Maurice",STL,9,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Marsh, Cassius",SEA,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carey, Ka'Deem",CHI,14,0,0.0,0,-,0,0,-,-,-,-,-,-,0,0,0,0
"Hitchens, Anthony",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Aikens, Walt",MIA,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thomas, Logan",ARZ,2,0,0.0,0,1,-,-,-,-,-,-,-,-,-,-,-,0
"Norwood, Kevin",SEA,9,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Vereen, Brock",CHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Desir, Pierre",CLE,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lawson, Nevin",DET,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"White, James",NE,3,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Fortt, Khairi",JAX,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Pierre-Louis, Kevin",SEA,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Shembo, Prince",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Street, Devin",DAL,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Fleming, Cameron",NE,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hart, Taylor",PHI,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Pamphile, Kevin",TB,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Grant, Ryan",WSH,16,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Benwikere, Bene",CAR,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Telvin",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Savage, Tom",HOU,2,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Richardson, Cyril",BUF,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Barrow, Lamin",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williamson, Avery",TEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Berhe, Nat",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"George, Jeremiah",JAX,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lynch, Aaron",SF,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Reid, Caraun",DET,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Linsley, Corey",GB,16,0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,0
"Newsome, Jonathan",IND,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Tripp, Jordan",MIA,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Powell, Ronald",NO,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Sunseri, Vinnie",NO,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stinson, Ed",ARZ,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carrethers, Ryan",SD,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Chris",JAX,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mettenberger, Zach",TEN,7,0,0.0,0,8,0,-,-,-,-,-,-,-,-,-,-,0
"Kennard, Devon",NYG,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Urschel, John",BAL,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Pagan, Jeoffrey",HOU,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Gaines, E.J.",STL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Exum Jr., Antone",MIN,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"O'Donnell, Pat",CHI,16,0,0.0,0,-,0,-,0,0,0,-,-,-,-,-,-,0
"Goodson, Demetri",GB,6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jackson, Andrew",IND,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Fulton, Zach",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Moore, Zach",NE,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thomas, Jemea",[],2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Dixon, Brandon",TB,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Enunwa, Quincy",NYJ,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Powell, Walt",NYJ,4,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Bowanko, Luke",JAX,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Johnson, Randell",BUF,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Flowers, Marquis",CIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carrie, TJ",OAK,13,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Price, Jabari",MIN,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Stephen, Shamar",MIN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Watts, Brandon",MIN,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Enemkpali, Ikemefuna",NYJ,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Allen, Beau",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McCullers, Daniel",PIT,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lelito, Tim",NO,16,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Milton, Keavon",SEA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Reddick, Kevin",[],5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Tiller, Andrew",SF,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Vaccaro, Kenny",NO,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Walker, Tyrunn",NO,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cox, Michael",NYG,4,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Hankins, Johnathan",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McCants, Matt",OAK,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Moore, Damontre",NYG,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mosley, Brandon",NYG,9,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Nassib, Ryan",NYG,4,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Pugh, Justin",NYG,14,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Talley, Julian",NYG,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Aboushi, Oday",NYJ,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bohanon, Tommy",NYJ,4,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Freeman, Dalton",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Milliner, Dee",NYJ,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pantale, Chris",NYJ,5,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Quigley, Ryan",NYJ,16,0,0.0,0,0,-,-,0,0,0,-,-,-,-,-,-,0
"Scales, Patrick",BAL,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Simms, Matt",NYJ,1,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Smith, Jacquies",TB,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Winters, Brian",NYJ,6,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Acho, Emmanuel",PHI,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Barkley, Matt",PHI,1,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Johnson, Lane",PHI,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"King, David",SEA,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Knott, Jake",MIA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Logan, Bennie",PHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Poyer, Jordan",CLE,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Shepard, Russell",TB,16,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Tobin, Matt",PHI,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Wing, Brad",PIT,16,0,0.0,0,0,0,-,0,0,0,-,-,-,-,-,-,0
"Wolff, Earl",PHI,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cooper, Jonathan",ARZ,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Demens, Kenny",ARZ,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jefferson, Tony",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mathieu, Tyrann",ARZ,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Minter, Kevin",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Okafor, Alex",ARZ,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Watford, Earl",ARZ,10,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Brown, Justin",PIT,8,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Garvin, Terence",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hubbard, Chris",PIT,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jones, Jarvis",PIT,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Spence, Sean",PIT,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ta'amu, Alameda",ARZ,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Thomas, Shamarko",PIT,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Williams, Nick",KC,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Filimoeatu, Bojay",OAK,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"McCain, Chris",MIA,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Robinson, Luther",GB,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Butler, Malcolm",NE,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Allen, RaShaun",SEA,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Williams, K'Waun",CLE,13,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Autry, Denico",OAK,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Brate, Cameron",TB,5,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Toussaint, Fitzgerald",BAL,4,0,0.0,0,-,0,0,-,-,-,0,0,0,-,-,-,0
"Louis-Jean, Al",CHI,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Phillips, Adrian",SD,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Davis, Todd",[],9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Harris, Josh",PIT,5,0,0.0,0,-,0,-,-,-,-,-,-,-,-,-,-,0
"Winston, Glenn",CLE,5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Fatinikun, T.J.",TB,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Roberson, Marcus",STL,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Watts, Trey",STL,14,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Westbrooks, Ethan",STL,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hurst, James",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Jacobs, Tramain",BAL,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Meder, Jamie",CLE,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Orr, Zach",BAL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Seamster, Sammy",MIA,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Couplin, Jerome",DET,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Lucas, Cornelius",DET,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Seisay, Mohammed",DET,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Skinner, Deontae",NE,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Davidson, James",NYG,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hewitt, Ryan",CIN,16,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Agnew, Ray",CLE,12,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Shaw, Connor",CLE,1,0,0.0,0,0,0,-,-,-,-,-,-,-,-,-,-,0
"Sorensen, Daniel",KC,9,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"West, Charcandrick",KC,6,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Wilson, Albert",KC,12,0,0.0,0,-,-,0,-,-,-,0,0,0,0,0,0,0
"Allen, Josh",TB,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Patton, Solomon",TB,7,0,0.0,0,-,0,-,-,-,-,0,0,0,-,-,-,0
"Anderson, Justin",NYG,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Quarles, Kelcy",IND,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Wynn, Kerry",NYG,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Martino, Freddie",ATL,1,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Smith, Jerome",ATL,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Stone, James",ATL,12,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Elliott, Jayrone",GB,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pennel, Mike",GB,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Perillo, Justin",GB,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Farrell, Dillon",SF,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Hoskins, Gator",MIA,11,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Johnson, Anthony",MIA,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carson, Glenn",ARZ,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Coleman, Davon",DAL,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Smith, Keith",DAL,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Cleveland, Asante",SF,6,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"McCray, L.J.",SF,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ladler, Kenny",BUF,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Fox, Dan",NYG,2,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Atkinson III, George",OAK,5,0,0.0,0,-,-,-,-,-,-,0,0,0,-,-,-,0
"Ankrah, Jason",HOU,2,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bullough, Max",HOU,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Denham, Anthony",HOU,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Williams, Marcus",NYJ,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Simonson, Scott",OAK,4,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Perry, Senorise",CHI,16,0,0.0,0,-,-,0,-,-,-,0,0,0,0,0,0,0
"Foucault, David",CAR,5,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"McDaniel, Jacobbi",CLE,1,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Nelson, Robert",CLE,7,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Williams, Trevardo",WSH,3,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Jensen, Ryan",BAL,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bryant, Armonty",CLE,5,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Harris, Demetrius",KC,8,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Rolle, Jumal",HOU,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carrier, Derek",SF,11,0,0.0,0,-,0,0,-,-,-,-,-,-,-,-,-,0
"Fells, Darren",ARZ,10,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Gay, Jordan",BUF,16,0,0.0,0,-,-,-,0,0,0,-,-,-,-,-,-,0
"Inman, Dontrelle",SD,7,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Ola, Michael",CHI,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Muamba, Henoc",IND,13,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Matthews, Chris",SEA,3,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Ball, Marcus",NO,12,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Davis, Akeem",WSH,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Thompson, Jordan",DET,2,0,0.0,0,-,-,0,-,-,-,-,-,-,-,-,-,0
"Clowney, Jadeveon",HOU,4,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Matthews, Jake",ATL,15,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Mack, Khalil",OAK,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Robinson, Greg",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bortles, Blake",JAX,14,0,0.0,0,11,0,-,-,-,-,-,-,-,-,-,-,0
"Fuller, Kyle",CHI,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Martin, Zack",DAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Lewan, Taylor",TEN,11,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Donald, Aaron",STL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Shazier, Ryan",PIT,9,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Pryor, Calvin",NYJ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Mosley, C.J.",BAL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Dennard, Darqueze",CIN,14,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Clinton-Dix, Ha Ha",GB,16,0,0.0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
"Ford, Dee",KC,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"James, Ja'Wuan",MIA,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Smith II, Marcus",PHI,8,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Bucannon, Deone",ARZ,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Verrett, Jason",SD,6,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Roby, Bradley",DEN,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Easley, Dominique",NE,11,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Ward, Jimmie",SF,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Su'a-Filo, Xavier",HOU,13,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Hageman, Ra'Shede",ATL,16,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Bitonio, Joel",CLE,16,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Lawrence, Demarcus",DAL,7,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Van Noy, Kyle",DET,8,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
"Carr, Derek",OAK,16,0,0.0,0,21,0,0,-,-,-,-,-,-,-,-,-,0
"Kouandjio, Cyrus",BUF,1,0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,0
"Joyner, Lamarcus",STL,10,0,0.0,0,-,-,-,-,-,-,-,-,-,0,0,0,0
